"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Design consideration of Network Intrusion detection system using Hadoop and GPGPU","S. R. Bandre; J. N. Nandimath","Department of Computer Engineering, Smt. Kashibai Navale College of Engineering, Affiliated to Savitribai Phule Pune University, India; Department of Computer Engineering, Smt.Kashibai Navale College of Engineering, Affiliated to Savitribai Phule Pune University, India","2015 International Conference on Pervasive Computing (ICPC)","16 Apr 2015","2015","","","1","6","Modern computing has primarily shifted towards the distributed environment using commodity resources which results in increase in data and its security concern. This paper deals with design consideration of Network Intrusion Detection System (NIDS) based on the Hadoop framework and acceleration of its performance by using General Purpose Graphical Processing Unit (GPGPU). The large volume of data from an entire infrastructure is assigned to Hadoop framework and intrusion detections are carried out on GPGPU. This approach improves NIDS performance and it enables to provide quick response to various attacks on the network. In order to perform the general purposed computation on the GPU, NVidia provides the Compute Unified Device Architecture (CUDA) which is a parallel programming model which performs high-end complex operations using GPU. In order to process large volumes of data in distributed networks, Hadoop framework has to configure with various supporting ecosystems like Flume, Pig, Hive and HBase. These ecosystems enable the Hadoop framework to handle streaming data on the network and large log files on servers. The proposed system is capable of performing analytics over intrusion pattern and their behavior on the network, which helps a network administrator to configure network security policy and settings. Analytics over intrusion is done by using a Score-Weight approach called as Pattern Frequency Inverse Cluster Frequency (PF-ICF). The design consideration of accelerated NIDS is a solution towards the performance issues of various NIDS that faces due to the large volumes of the network traffic.","","978-1-4799-6272-3","10.1109/PERVASIVE.2015.7087201","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7087201","CUDA;GPGPU;Hadoop;Network Security;NIDS","Graphics processing units;Intrusion detection;Servers;Ecosystems;Algorithm design and analysis;Telecommunication traffic","data analysis;graphics processing units;parallel architectures;parallel programming;security of data","network intrusion detection system;GPGPU;Hadoop framework;general purpose graphical processing unit;NIDS;NVidia;Compute Unified Device Architecture;CUDA;parallel programming model;Flume;Pig;Hive;HBase;streaming data handling;log files;intrusion pattern analytics;network security policy;score-weight approach;pattern frequency inverse cluster frequency;PF-ICF;network traffic","","8","","15","","16 Apr 2015","","","IEEE","IEEE Conferences"
"An Efficient Acceleration of Symmetric Key Cryptography Using General Purpose Graphics Processing Unit","F. Wu; C. -h. Chen; H. Narang","Comput. Sci. Dept., Tuskegee Univ., Tuskegee, AL, USA; Comput. Sci. Dept., Tuskegee Univ., Tuskegee, AL, USA; Comput. Sci. Dept., Tuskegee Univ., Tuskegee, AL, USA","2010 Fourth International Conference on Emerging Security Information, Systems and Technologies","11 Nov 2010","2010","","","228","233","Graphics Processing Units (GPU) have been the extensive research topic in recent years and have been successfully applied to general purpose applications other than computer graphical area. The nVidia CUDA programming model provides a straightforward means of describing inherently parallel computations. In this paper, we present a study of the efficiency of emerging technology in applying General Purpose Graphics Processing Units (GPGPU) in high performance symmetric key cryptographic solutions. We implemented symmetric key cryptography algorithm using the novel CUDA platform on nVidia Geforce 280 GTX and compared its performance with an optimized CPU implementation on a high-end AMD Opteron Dual Core CPU. Our experimental results show that GPGPU can perform as an efficient cryptographic accelerator and the developed GPU based implementation achieve a significant performance improvement over CPU based implementation and the maximum observed speedups are about 100 times.","2162-2116","978-1-4244-7517-9","10.1109/SECURWARE.2010.44","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5633744","Symmetric Key Cryptography;High Performance Computation;Purpose Graphics Processing Unit;CUDA","Graphics processing unit;Cryptography;Kernel;Instruction sets;Computer architecture;Central Processing Unit","computer graphic equipment;coprocessors;cryptography","efficient acceleration;symmetric key cryptography;general purpose graphics processing unit;computer graphical area;nVidia CUDA programming model;parallel computations;GPGPU;performance symmetric key cryptographic solutions;nVidia Geforce 280 GTX","","1","","12","","11 Nov 2010","","","IEEE","IEEE Conferences"
"A Sparse Matrix Personality for the Convey HC-1","K. K. Nagar; J. D. Bakos","Dept. of Comput. Sci. & Eng., Univ. of South Carolina, Columbia, SC, USA; Dept. of Comput. Sci. & Eng., Univ. of South Carolina, Columbia, SC, USA","2011 IEEE 19th Annual International Symposium on Field-Programmable Custom Computing Machines","19 May 2011","2011","","","1","8","In this paper we describe a double precision floating point sparse matrix-vector multiplier (SpMV) and its performance as implemented on a Convey HC-1 reconfigurable computer. The primary contributions of this work are a novel streaming reduction architecture for floating point accumulation, a novel on-chip cache optimized for streaming compressed sparse row (CSR) matrices, and end-to-end integration with the HC-1's system, programming model, and runtime environment. The design is composed of 32 parallel processing elements, each connected to the HC-1's coprocessor memory and each containing a streaming multiply-accumulator and local vector cache. When used on the HC-1, each PE has a peak throughput of 300 double precision MFLOP/s, giving a total peak throughput of 9.6 GFLOPS/s. For our test matrices, we demonstrate up to 40% of the peak performance and compare these results with results obtained using the CUSparse library on an NVIDIA Tesla S1070 GPU. In most cases our implementation exceeds the performance of the GPU.","","978-1-61284-277-6","10.1109/FCCM.2011.60","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5771239","floating point accumulation;reduction;reconfigurable computing;sparse matrix;SpMV","Adders;Coprocessors;Arrays;Sparse matrices;Field programmable gate arrays;Pipelines","cache storage;coprocessors;floating point arithmetic;matrix multiplication;multiplying circuits;parallel processing;reconfigurable architectures;sparse matrices","sparse matrix personality;double precision floating point sparse matrix-vector multiplier;Convey HC-1 reconfigurable computer;streaming reduction architecture;floating point accumulation;on-chip cache;compressed sparse row matrix;end-to-end integration;HC-1 system;programming model;runtime environment;parallel processing;HC-1 coprocessor memory;multiply-accumulator;local vector cache;CUSparse library","","29","","21","","19 May 2011","","","IEEE","IEEE Conferences"
"Extending OpenACC for Efficient Stencil Code Generation and Execution by Skeleton Frameworks","A. D. Pereira; M. Castro; M. A. R. Dantas; R. C. O. Rocha; L. F. W. Góes","Fed. Univ. of Santa Catarina, Florianopolis, Brazil; Fed. Univ. of Santa Catarina, Florianopolis, Brazil; Fed. Univ. of Santa Catarina, Florianopolis, Brazil; Univ. of Edinburgh, Edinburgh, UK; Pontifical Catholic Univ. of Minas Gerais, Belo Horizonte, Brazil","2017 International Conference on High Performance Computing & Simulation (HPCS)","14 Sep 2017","2017","","","719","726","The OpenACC programming model simplifies the programming for accelerator devices such as GPUs. Its abstract accelerator model defines a least common denominator for accelerator devices, thus it cannot represent architectural specifics of these devices without losing portability. Therefore, this general- purpose approach delivers good performance on average, but it misses optimization opportunities for code generation and execution of specific classes of applications. In this paper, we propose OpenACC extensions to enable efficient code generation and execution of stencil applications by parallel skeleton frameworks such as PSkel. Our results show that our stencil extensions may improve the performance of OpenACC in up to 28% and 45% on GPU and CPU, respectively. Moreover, we show that the work-partitioning mechanism offered by the skeleton framework, which splits the computation across CPU and GPU, may improve even further the performance of the applications in up to 18%.","","978-1-5386-3250-5","10.1109/HPCS.2017.110","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8035149","stencil;skeleton frameworks;source-to-source compilation;CUDA;OpenACC","Graphics processing units;Skeleton;Programming;Jacobian matrices;Optimization;Computer architecture;Runtime","graphics processing units;parallel programming;program compilers;software performance evaluation","OpenACC programming model;accelerator devices;abstract accelerator model;OpenACC extensions;stencil applications;parallel skeleton frameworks;stencil extensions;efficient stencil code generation;least common denominator;general-purpose approach;optimization;code execution;performance improvement;work-partitioning","","4","","27","","14 Sep 2017","","","IEEE","IEEE Conferences"
"Processing of synthetic Aperture Radar data with GPGPU","C. Clemente; M. di Bisceglie; M. Di Santo; N. Ranaldo; M. Spinelli","Università degli Studi del Sannio, Piazza Roma 21, 82100 Benevento, Italy; Università degli Studi del Sannio, Piazza Roma 21, 82100 Benevento, Italy; Università degli Studi del Sannio, Piazza Roma 21, 82100 Benevento, Italy; Università degli Studi del Sannio, Piazza Roma 21, 82100 Benevento, Italy; Università degli Studi del Sannio, Piazza Roma 21, 82100 Benevento, Italy","2009 IEEE Workshop on Signal Processing Systems","17 Nov 2009","2009","","","309","314","Synthetic aperture radar processing is a complex task that involves advanced signal processing techniques and intense computational effort. While the first issue has now reached a mature stage, the question of how to produce accurately focused images in real-time, without mainframe facilities, is still under debate. The recent introduction of general-purpose graphic processing units seems to be quite promising in this view, especially for the decreased per-core cost barrier and for the affordable programming complexity. The authors explain, in this work, the main computational features of a range-Doppler Synthetic Aperture Radar (SAR) processor, trying to disclose the degree of parallelism in the operations at the light of the CUDA programming model. Given the extremely flexible structure of the Single Instruction Multiple Threads (SIMT) model, the authors show that the optimization of a SAR processing unit cannot reduce to an FFT optimization, although this is a quite extensively used kernel. Actually, it is noticeable that the most significant advantage is obtained in the range cell migration correction kernel where a complex interpolation stage is performed very efficiently exploiting the SIMT model. Performance show that, using a single Nvidia Tesla-C1060 GPU board, the obtained processing time is more than fifteen time better than our test workstation.","2162-3570","978-1-4244-4335-2","10.1109/SIPS.2009.5336272","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5336272","Synthetic Aperture Radar;parallel processing;GPU;CUDA","Synthetic aperture radar;Kernel;Radar signal processing;Focusing;Graphics;Costs;Concurrent computing;Parallel processing;Parallel programming;Flexible structures","computer graphic equipment;Doppler radar;interpolation;synthetic aperture radar","synthetic aperture radar;GPGPU;general-purpose graphic processing unit;range-Doppler SAR;single instruction multiple thread model","","15","1","13","","17 Nov 2009","","","IEEE","IEEE Conferences"
"Accelerated solution of stiffness matrix for isoparametric elements based on CUDA","H. Binxing; L. Xinguo; Q. Hao; L. Zenghao","Shaanxi Aerospace Flight Vehicle Design Key Laboratory, Northwestern Polytechnical University, Xi'an, PR China; Shaanxi Aerospace Flight Vehicle Design Key Laboratory, Northwestern Polytechnical University, Xi'an, PR China; Shaanxi Aerospace Flight Vehicle Design Key Laboratory, Northwestern Polytechnical University, Xi'an, PR China; School of Astronautics, Northwestern Polytechnical University, Xi'an, PR China","2017 IEEE International Conference on Signal Processing, Communications and Computing (ICSPCC)","1 Jan 2018","2017","","","1","4","High precision results in structural with the shortest time consumption are expected when methods are introduced to solve FEM(Finite element method). Solving of stiffness matrix assembled by isoparametric elements and solving the assembled stiffness matrix are the most time-consuming. In the previous serial algorithms, there is always a time limitation for some applications and it is hard to achieve. However, break-through in programming and feasibility of general-purpose applications executed on GPU (Graph Processing Unit), such as the parallel computing platform and programming model CUDA (Compute Unified Device Architecture) released by NVIDIA corporation, make it possible for some large scale FEM explicit dynamic simulation in real time. Authors present an approach to accelerate calculation in element stiffness matrices, taking the three-dimensional hexahedral isoparametric element in different scale as an example. A speedup of about 15 times is achieved with respect to parallel algorithms using boost on CPU. The results show that the parallel algorithm based on CUDA can satisfy the fast simulation of finite element model of structural problems with certain computational scale.","","978-1-5386-3142-3","10.1109/ICSPCC.2017.8242497","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8242497","FEM;CUDA;Conjugate gradient;Parallel Computing;GPU acceleration","Finite element analysis;Computers;Graphics processing units;Indexes;Shape;Hardware","finite element analysis;graphics processing units;mathematics computing;matrix algebra;parallel algorithms;parallel architectures","general-purpose applications;finite element method;graph processing unit;large scale FEM explicit dynamic simulation;assembled stiffness matrix;shortest time consumption;isoparametric elements;accelerated solution;finite element model;CUDA;parallel algorithm;three-dimensional hexahedral isoparametric element;element stiffness matrices;Compute Unified Device Architecture;parallel computing platform","","2","","7","","1 Jan 2018","","","IEEE","IEEE Conferences"
"HeTM: Transactional Memory for Heterogeneous Systems","D. Castro; P. Romano; A. Ilic; A. M. Khan","Universidade de Lisboa, Portugal; Universidade de Lisboa, Portugal; Universidade de Lisboa, Portugal; UiT The Arctic University of Norway, Norway","2019 28th International Conference on Parallel Architectures and Compilation Techniques (PACT)","7 Nov 2019","2019","","","232","244","Modern heterogeneous computing architectures, which couple multi-core CPUs with discrete many-core GPUs (or other specialized hardware accelerators), enable unprecedented peak performance and energy efficiency levels. However, developing applications that can take full advantage of the potential of heterogeneous systems is a notoriously hard task. This work takes a step towards reducing the complexity of programming heterogeneous systems by introducing the abstraction of Heterogeneous Transactional Memory (HeTM). HeTM provides programmers with the illusion of a single memory region, shared among the CPUs and the (discrete) GPU(s) of a heterogeneous system, with support for atomic transactions. Besides introducing the abstract semantics and programming model of HeTM, we present the design and evaluation of a concrete implementation of the proposed abstraction, referred herein as Speculative HeTM (SHeTM). SHeTM makes use of a novel design that leverages speculative techniques, which aims at hiding the inherently large communication latency between CPUs and discrete GPUs and at minimizing inter-device synchronization overhead. We demonstrate the efficiency of the SHeTM via an extensive quantitative study based both on synthetic benchmarks and on a popular object caching system.","2641-7936","978-1-7281-3613-4","10.1109/PACT.2019.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8891063","transaction;memory;CPU;GPU;heterogeneous;computing;system","Synchronization;Graphics processing units;Programming;Performance evaluation;Computer architecture;Task analysis","cache storage;graphics processing units;multiprocessing systems;parallel programming;power aware computing","Heterogeneous Transactional Memory;single memory region;Speculative HeTM;modern heterogeneous computing architectures;couple multicore CPUs;many-core GPUs;energy efficiency levels;heterogeneous systems programming;object caching system;SHeTM","","","","59","","7 Nov 2019","","","IEEE","IEEE Conferences"
"A Comparison of Performance Tunabilities between OpenCL and OpenACC","M. Sugawara; S. Hirasawa; K. Komatsu; H. Takizawa; H. Kobayashi","Tohoku Univ., Sendai, Japan; Tohoku Univ., Sendai, Japan; Tohoku Univ., Sendai, Japan; Tohoku Univ., Sendai, Japan; Tohoku Univ., Sendai, Japan","2013 IEEE 7th International Symposium on Embedded Multicore Socs","11 Nov 2013","2013","","","147","152","To design and develop any auto tuning mechanisms for OpenACC, it is important to clarify the differences between conventional GPU programming models and OpenACC in terms of available programming and tuning techniques, called performance tunabilities. This paper hence discusses the performance tunabilities of OpenACC and OpenCL. As OpenACC cannot synchronize threads running on GPUs, some important techniques are not available to OpenACC. Therefore, we also design an additional compiler directive for thread synchronization. Evaluation results show that both OpenCL and OpenACC need architecture-aware optimizations, and similar approaches to performance optimization are effective for both OpenCL and OpenACC. The additional directive can allow OpenACC to describe more tuning techniques in the same approach as OpenCL. As it is obvious that OpenACC is more productive than OpenCL especially for legacy application migration, OpenACC is a very promising programming model if it can achieve the same performance as the conventional GPU programming models such as CUDA and OpenCL.","","978-0-7695-5086-2","10.1109/MCSoC.2013.31","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6657921","Autotuning;OpenCL;OpenACC","Instruction sets;Kernel;Graphics processing units;Optimization;Programming;Synchronization;Data transfer","graphics processing units;parallel architectures;software maintenance","performance tunabilities;OpenCL;OpenACC;auto tuning mechanisms;GPU programming models;compiler directive;thread synchronization;architecture-aware optimizations;performance optimization;legacy application migration;CUDA","","8","","15","","11 Nov 2013","","","IEEE","IEEE Conferences"
"Exploring Programming Multi-GPUs Using OpenMP and OpenACC-Based Hybrid Model","R. Xu; S. Chandrasekaran; B. Chapman","Dept. of Comput. Sci., Univ. of Houston, Houston, TX, USA; Dept. of Comput. Sci., Univ. of Houston, Houston, TX, USA; Dept. of Comput. Sci., Univ. of Houston, Houston, TX, USA","2013 IEEE International Symposium on Parallel & Distributed Processing, Workshops and Phd Forum","31 Oct 2013","2013","","","1169","1176","Heterogeneous computing come with tremendous potential and is a leading candidate for scientific applications that are becoming more and more complex. Accelerators such as GPUs whose computing momentum is growing faster than ever offer application performance when compute intensive portions of an application are offloaded to them. It is quite evident that future computing architectures are moving towards hybrid systems consisting of multi-GPUs and multi-core CPUs. A variety of high-level languages and software tools can simplify programming these systems. Directive-based programming models are being embraced since they not only ease programming complex systems but also abstract low-level details from the programmer. We already know that OpenMP has been making programming CPUs easy and portable. Similarly, a directive-based programming model for accelerators is OpenACC that is gaining popularity since the directives play an important role in developing portable software for GPUs. A combination of OpenMP and OpenACC, a hybrid model, is a plausible solution to port scientific applications to heterogeneous architectures especially when there is more than one GPU on a single node to port an application to. However OpenACC meant for accelerators is yet to provide support for multi-GPUs. But using OpenMP we could conveniently exploit features such as for and section to distribute compute intensive kernels to more than one GPU. We demonstrate the effectiveness of this hybrid approach with some case studies in this paper.","","978-0-7695-4979-8","10.1109/IPDPSW.2013.263","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6651003","GPUs;OpenACC;OpenMP","Graphics processing units;Kernel;Programming;Computational modeling;Computer architecture;Instruction sets;Data transfer","application program interfaces;graphics processing units;high level languages;multiprocessing systems;parallel programming;software tools","heterogeneous architectures;portable software;directive-based programming models;software tools;high-level languages;multicore CPU;heterogeneous computing;OpenMP;OpenACC-based hybrid model;multi-GPU","","11","","20","","31 Oct 2013","","","IEEE","IEEE Conferences"
"A Comprehensive Performance Comparison of CUDA and OpenCL","J. Fang; A. L. Varbanescu; H. Sips","Parallel & Distrib. Syst. Group, Delft Univ. of Technol., Delft, Netherlands; Parallel & Distrib. Syst. Group, Delft Univ. of Technol., Delft, Netherlands; Parallel & Distrib. Syst. Group, Delft Univ. of Technol., Delft, Netherlands","2011 International Conference on Parallel Processing","17 Oct 2011","2011","","","216","225","This paper presents a comprehensive performance comparison between CUDA and OpenCL. We have selected 16 benchmarks ranging from synthetic applications to real-world ones. We make an extensive analysis of the performance gaps taking into account programming models, ptimization strategies, architectural details, and underlying compilers. Our results show that, for most applications, CUDA performs at most 30% better than OpenCL. We also show that this difference is due to unfair comparisons: in fact, OpenCL can achieve similar performance to CUDA under a fair comparison. Therefore, we define a fair comparison of the two types of applications, providing guidelines for more potential analyses. We also investigate OpenCL's portability by running the benchmarks on other prevailing platforms with minor modifications. Overall, we conclude that OpenCL's portability does not fundamentally affect its performance, and OpenCL can be a good alternative to CUDA.","2332-5690","978-1-4577-1336-1","10.1109/ICPP.2011.45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6047190","Performance Comparison;CUDA;OpenCL","Graphics processing unit;Benchmark testing;Programming;Performance evaluation;Computational modeling;Kernel","benchmark testing;computer graphic equipment;coprocessors;multiprocessing systems;parallel architectures;parallel programming;parallelising compilers","performance comparison;CUDA;performance gap;programming model;optimization strategy;architectural detail;compilers;OpenCL portability;NVIDIA GPU","","121","","30","","17 Oct 2011","","","IEEE","IEEE Conferences"
"Hippogriff: Efficiently moving data in heterogeneous computing systems","Y. Liu; H. -W. Tseng; M. Gahagan; J. Li; Y. Jin; S. Swanson","Department of Computer Science and Engineering, University of California, San Diego, La Jolla, U.S.A.; Department of Computer Science and Engineering, University of California, San Diego, La Jolla, U.S.A.; Department of Computer Science and Engineering, University of California, San Diego, La Jolla, U.S.A.; Department of Computer Science and Engineering, University of California, San Diego, La Jolla, U.S.A.; Department of Computer Science and Engineering, University of California, San Diego, La Jolla, U.S.A.; Department of Computer Science and Engineering, University of California, San Diego, La Jolla, U.S.A.","2016 IEEE 34th International Conference on Computer Design (ICCD)","24 Nov 2016","2016","","","376","379","Data movement between the compute and the storage (e.g., GPU and SSD) has been a long-neglected problem in heterogeneous systems, while the inefficiency in existing systems does cause significant loss in both performance and energy efficiency. This paper presents Hippogriff to provide a high-level programming model to simplify data movement between the compute and the storage, and to dynamically schedule data transfers based on system load. By eliminating unnecessary data movement, Hippogriff can speedup single program workloads by 1.17×, and save 17% energy. For multi-program workloads, Hippogriff shows 1.25× speedup. Hippogriff also improves the performance of a GPU-based MapReduce framework by 27%.","","978-1-5090-5142-7","10.1109/ICCD.2016.7753307","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7753307","","Nonvolatile memory;Graphics processing units;Data transfer;Runtime;Discrete wavelet transforms;Peer-to-peer computing;Benchmark testing","data handling;graphics processing units;parallel processing;storage management","Hippogriff;heterogeneous computing systems;data movement;data storage;high-level programming;GPU-based MapReduce","","8","","17","","24 Nov 2016","","","IEEE","IEEE Conferences"
"Performance Analysis of a Quantum Monte Carlo Application on Multiple Hardware Architectures Using the HPX Runtime","W. Wei; A. Chatterjee; K. Huck; O. Hernandez; H. Kaiser",Louisiana State University; Oak Ridge National Laboratory; University of Oregon; Oak Ridge National Laboratory; Louisiana State University,"2020 IEEE/ACM 11th Workshop on Latest Advances in Scalable Algorithms for Large-Scale Systems (ScalA)","31 Dec 2020","2020","","","77","84","This paper describes how we successfully used the HPX programming model to port the DCA++ application on multiple architectures that include POWER9, x86, ARM v8, and NVIDIA GPUs. We describe the lessons we can learn from this experience as well as the benefits of enabling the HPX in the application to improve the CPU threading part of the code, which led to an overall 21% improvement across architectures. We also describe how we used HPX-APEX to raise the level of abstraction to understand performance issues and to identify tasking optimization opportunities in the code, and how these relate to CPU/GPU utilization counters, device memory allocation over time, and CPU kernel level context switches on a given architecture.","","978-1-6654-2270-3","10.1109/ScalA51936.2020.00015","U.S. Department of Energy; Office of Science; Advanced Scientific Computing Research; Basic Energy Sciences; Office of Science; U.S. Department of Energy; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9308704","Quantum Monte Carlo (QMC);Dynamical Cluster Approximation (DCA);Autonomic Performance Environment for eXascale (APEX);HPX runtime system","Instruction sets;C++ languages;Runtime;Task analysis;Computer architecture;Libraries;Standards","graphics processing units;Monte Carlo methods;multi-threading;parallel architectures;quantum computing;software performance evaluation","x86;POWER9;tasking optimization;CPU threading part;NVIDIA GPUs;ARM v8;DCA++ application;HPX programming model;HPX runtime;hardware architectures;quantum Monte Carlo application;performance analysis;CPU kernel level context;HPX-APEX","","","","33","","31 Dec 2020","","","IEEE","IEEE Conferences"
"Optimal Bidding Strategies for Thermal and Generic Programming Units in the Day-Ahead Electricity Market","F. -. Heredia; M. J. Rider; C. Corchero","Statistics and Operations Research Department, Universitat Politècnica de Catalunya, Barcelona, Spain; Statistics and Operations Research Department, Universitat Politècnica de Catalunya, Barcelona, Spain; Statistics and Operations Research Department, Universitat Politècnica de Catalunya, Barcelona, Spain","IEEE Transactions on Power Systems","19 Jul 2010","2010","25","3","1504","1518","This study has developed a stochastic programming model that integrates the day-ahead optimal bidding problem with the most recent regulation rules of the Iberian Electricity Market (MIBEL) for bilateral contracts (BC), with a special consideration for the new mechanism to balance the competition of the production market, namely virtual power plant (VPP) auctions. The model allows a price-taking generation company (GenCo) to decide on the unit commitment of the thermal units, the economic dispatch of the BCs between the thermal units and the generic programming unit (GPU), and the optimal sale/purchase bids for all units (thermal and generic), by observing the MIBEL regulation. The uncertainty of the spot prices has been represented through scenario sets built from the most recent real data using scenario reduction techniques. The model has been solved using real data from a Spanish generation company and spot prices, and the results have been reported and analyzed.","1558-0679","","10.1109/TPWRS.2009.2038269","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5409525","Bilateral contracts;electricity spot market;optimal bidding strategies;short-term electricity generation planning;stochastic programming;virtual power plant auctions","Electricity supply industry;Power generation;Costs;Marketing and sales;Procurement;Stochastic processes;Contracts;Production;Power system economics;Power generation economics","power markets;pricing;stochastic programming","optimal bidding strategies;generic programming units;thermal programming units;day-ahead electricity market;stochastic programming model;Iberian Electricity Market;bilateral contracts;virtual power plant auctions;production market;price-taking generation company;optimal sale-purchase bids;Spanish generation company;spot prices;scenario reduction techniques","","42","","30","IEEE","8 Feb 2010","","","IEEE","IEEE Journals"
"Parallelizing Back Propagation Neural Network on Speculative Multicores","Y. Wang; H. An; Z. Liu; T. Liu; D. Zhao","Dept. of Comput. Sci. & Technol., Southwest Univ. of Sci. & Technol., Mianyang, China; Dept. of Comput. Sci. & Technol., Univ. of Sci. & Technol. of China, Hefei, China; Dept. of Comput. Sci. & Technol., Southwest Univ. of Sci. & Technol., Mianyang, China; Dept. of Comput. Sci. & Technol., Southwest Univ. of Sci. & Technol., Mianyang, China; Dept. of Comput. Sci. & Technol., Southwest Univ. of Sci. & Technol., Mianyang, China","2016 IEEE 22nd International Conference on Parallel and Distributed Systems (ICPADS)","19 Jan 2017","2016","","","902","907","Applications typically exhibit extremely different performance characteristics depending on the accelerator. Back propagation neural network (BPNN) has been parallelized into different platforms. However, it has not yet been explored on speculative multicore architecture thoroughly. This paper presents a study of parallelizing BPNN on a speculative multicore architecture, including its speculative execution model, hardware design and programming model. The implementation was analyzed with seven well-known benchmark data sets. Furthermore, it trades off several important design factors in coming speculative multicore architecture. The experimental results show that: (1) the BPNN performs well on speculative multicore platform. It can achieve similar speedup (17.7x to 57.4x) compared with graphics processors (GPU) while provides a more friendly programmability. (2) 64 cores' computing resources can be used efficiently and 4k is the proper speculative buffer capacity in the model.","1521-9097","978-1-5090-4457-3","10.1109/ICPADS.2016.0121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7823836","thread level speculation;parallel programming;back propagation;multicore","Multicore processing;Instruction sets;Graphics processing units;Programming;Neural networks;Hardware","backpropagation;multiprocessing systems;neural nets","backpropagation neural network;multicore architecture;speculative execution model;hardware design;programming model;speculative multicore platform;parallelized BPNN","","","","27","","19 Jan 2017","","","IEEE","IEEE Conferences"
"Task Mapping and Scheduling for OpenVX Applications on Heterogeneous Multi/Many-Core Architectures","F. Lumpp; S. Aldegheri; H. D. Patel; N. Bombieri","Department of Computer Science, University of Verona, Verona, Italy; Department of Computer Science, University of Verona, Verona, Italy; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Computer Science, University of Verona, Verona, Italy","IEEE Transactions on Computers","8 Jul 2021","2021","70","8","1148","1159","Computer vision applications have stringent performance constraints that must be satisfied when they are run at the edge on programmable low-power embedded devices. OpenVX has emerged as the de-facto reference standard to develop such applications. OpenVX uses a primitive-based programming model that results in a directed-acyclic graph (DAG) representation of the application, which can then be used for automatic system-level optimizations and synthesis to heterogeneous multi- and many-core platforms. Although OpenVX has been standardized, its state-of-the-art algorithm for task mapping and scheduling does not deliver the performance necessary for such applications to be deployed on heterogeneous multi-/many-core platforms. This article focuses on addressing this challenge with three main contributions: First, we implemented a static task scheduling and mapping approach for OpenVX using the heterogeneous earliest finish time (HEFT) heuristic. We show that HEFT allows us to improve the system performance up to 70 percent on one of the most widespread smart systems for applying computer vision and intelligent video analytics in general at the edge (i.e., NVIDIA VisionWorks on NVIDIA Jetson TX2). Second, we show that HEFT, in the context of a vision application for edge computing where some primitives may have multiple implementations (e.g., for CPU and GPU), can lead to load imbalance amongst heterogeneous computing elements (CEs), thus suffering from degraded performance. Third, we present an algorithm called exclusive earliest finish time (XEFT) that introduces the notion of exclusive overlap between single implementation primitives to improve the load balancing. We show that XEFT can further improve the system performance up to 33 percent over HEFT, and 82 percent over the native OpenVX scheduler. We present the results on a large set of benchmarks, including a real-world localization and mapping application (ORB-SLAM) combined with an NVIDIA inference application based on convolutional neural networks (CNNs) for object detection.","1557-9956","","10.1109/TC.2021.3059528","Italian Ministry of Education, Univ. and Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9354946","Embedded vision applications;static mapping and scheduling;OpenVX;heterogeneous architectures","Task analysis;Computer architecture;Computer vision;Graphics processing units;Optimization;System performance;Kernel","computer vision;convolutional neural nets;directed graphs;embedded systems;low-power electronics;metaheuristics;multiprocessing systems;object detection;parallel architectures;processor scheduling;SLAM (robots);video signal processing","automatic system-level optimizations;static task scheduling;heterogeneous earliest finish time heuristic;NVIDIA Jetson TX2;computer vision;edge computing;heterogeneous computing elements;exclusive earliest finish time;native OpenVX scheduler;primitive-based programming model;directed-acyclic graph representation;HEFT heuristic;programmable low-power embedded devices;XEFT;real-world localization and mapping application;ORB-SLAM;convolutional neural networks;CNN;object detection;NVIDIA VisionWorks;DAG representation;heterogeneous multicore architecture;heterogeneous many-core architecture;intelligent video analytics","","","","30","IEEE","16 Feb 2021","","","IEEE","IEEE Journals"
