"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Mini-Gunrock: A Lightweight Graph Analytics Framework on the GPU","Yangzihao Wang; S. Baxter; J. D. Owens",NA; NA; NA,"2017 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)","24 Aug 2017","2017","","","616","626","Existing GPU graph analytics frameworks are typically built from specialized, bottom-up implementations of graph operators that are customized to graph computation. In this work we describe Mini-Gunrock, a lightweight graph analytics framework on the GPU. Unlike existing frameworks, Mini-Gunrock is built from graph operators implemented with generic transform-based data-parallel primitives. Using this method to bridge the gap between programmability and high performance for GPU graph analytics, we demonstrate operator performance on scale-free graphs with an average 1.5x speedup compared to Gunrock's corresponding operator performance. Mini-Gunrock's graph operators, optimizations, and applications code have 10x smaller code size and comparable overall performance vs. Gunrock.","","978-1-5386-3408-0","10.1109/IPDPSW.2017.116","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7965101","GPU computing;Graph analytics;Programming model;Runtime system","Transforms;Graphics processing units;Kernel;Libraries;Programming;Optimization;Computational modeling","graph theory;graphics processing units;mathematics computing;optimisation;parallel processing","miniGunrock;lightweight graph analytics framework;GPU graph analytics frameworks;graph operators;graph computation;generic transform-based data-parallel primitives;scale-free graphs;optimizations","","","","11","","24 Aug 2017","","","IEEE","IEEE Conferences"
"Programming GPU Clusters with Shared Memory Abstraction in Software","K. I. Karantasis; E. D. Polychronopoulos","Dept. of Comput. Eng. & Inf., Univ. of Patras, Rio, Greece; Dept. of Comput. Eng. & Inf., Univ. of Patras, Rio, Greece","2011 19th International Euromicro Conference on Parallel, Distributed and Network-Based Processing","24 Mar 2011","2011","","","223","230","As many-core graphics processors gain an increasingly important position concerning the advancements on modern highly concurrent processors, we are experiencing the deployment of the first heterogeneous clusters that are based on GPUs. The attempts to match future expectations in computational power and energy saving with hybrid - GPU-based - clusters are expected to grow in the next years, and much of their success will depend on the provision of the appropriate programming tools. In the current paper we propose a programming model for GPU clusters that is based on shared memory abstraction. We give evidence for the applicability of the proposed model under two cases. In the first case we describe an implementation procedure that involves the utilization of Intel Cluster OpenMP, a cluster-enabled OpenMP implementation. Subsequently, we present an extended version of Pleiad, a cluster middleware which is based on the Java platform. The evaluation of these schemes under two characteristic computationally intensive applications on a 4-node multi-GPU cluster, reveals that such approaches can easily enhance existing GPU software development tools, such as CUDA, and they can lead to a significant acceleration of applications that can benefit from many-core GPU clusters.","2377-5750","978-1-4244-9682-2","10.1109/PDP.2011.91","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5739005","GPU Clusters;Software DSM;CUDA;OpenMP;Pleiad","Graphics processing unit;Programming;Middleware;Benchmark testing;Computational modeling;Kernel;Multicore processing","computer graphic equipment;coprocessors;Java;middleware;multiprocessing programs;power aware computing;shared memory systems;software tools","GPU cluster programming;shared memory abstraction;many-core graphics processors;energy saving;programming tools;Intel Cluster OpenMP;cluster middleware;Pleiad;Java platform;4-node multiGPU cluster;GPU software development tools","","8","","27","","24 Mar 2011","","","IEEE","IEEE Conferences"
"Matrix multiplication beyond auto-tuning: Rewrite-based GPU code generation","M. Steuwer; T. Remmelg; C. Dubach","University of Edinburgh, United Kingdom; University of Edinburgh, United Kingdom; University of Edinburgh, United Kingdom","2016 International Conference on Compliers, Architectures, and Sythesis of Embedded Systems (CASES)","17 Nov 2016","2016","","","1","10","Graphics Processing Units (GPUs) are used as general purpose parallel accelerators in a wide range of applications. They are found in most computing systems, and mobile devices are no exception. The recent availability of programming APIs such as OpenCL for mobile GPUs promises to open up new types of applications on these devices. However, producing high performance GPU code is extremely difficult. Subtle differences in device characteristics can lead to large performance variations when different optimizations are applied. As we will see, this is especially true for a mobile GPU such as the ARM Mali GPU which has a very different architecture than desktop-class GPUs. Code optimized and tuned for one type of GPUs is unlikely to achieve the performance potential on another type of GPUs. Auto-tuners have traditionally been an answer to this performance portability challenge. For instance, they have been successful on CPUs for matrix operations, which are used as building blocks in many high-performance applications. However, they are much harder to design for different classes of GPUs, given the wide variety of hardware characteristics. In this paper, we take a different perspective and show how performance portability for matrix multiplication is achieved using a compiler approach. This approach is based on a recently developed generic technique that combines a high-level programming model with a system of rewrite rules. Programs are automatically rewritten in successive steps, where optimizations decision are made.This approach is truly performance portable, resulting in high-performance code for very different types of architectures such as desktop and mobile GPUs. In particular, we achieve a speedup of 1.7x over a state-of-the-art auto-tuner on the ARM Mali GPU.","","978-1-4503-4482-1","10.1145/2968455.2968521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7745278","","Graphics processing units;Optimization;Mobile communication;Hardware;Instruction sets;Performance evaluation;Registers","graphics processing units;mathematics computing;matrix multiplication;optimising compilers;rewriting systems;software portability","matrix multiplication;rewrite-based GPU code generation;graphics processing units;general purpose parallel accelerators;programming APIs;OpenCL;mobile GPUs;high performance GPU code;ARM Mali GPU;code optimization;auto-tuners;performance portability;compiler approach;high-level programming model;optimizations decision","","4","","25","","17 Nov 2016","","","IEEE","IEEE Conferences"
"GPU-Accelerated Computations for Supersonic Flow Modeling on Hybrid Grids","Z. Tian; J. Lai; F. Yang; H. Li","College of Aerospace Science and Engineering, National University of Defense Technology,Changsha,China; College of Aerospace Science and Engineering, National University of Defense Technology,Changsha,China; College of Aerospace Science and Engineering, National University of Defense Technology,Changsha,China; College of Aerospace Science and Engineering, National University of Defense Technology,Changsha,China","2020 5th International Conference on Mechanical, Control and Computer Engineering (ICMCCE)","13 May 2021","2020","","","1391","1397","With its strong floating-point operation capability and high memory bandwidth in data parallelism, the graphics processing unit (GPU) has been widely used in general-purpose computing. GPU-based computations have been extensively applied in the field of computational fluid dynamics (CFD). This paper aims to design an extremely efficient double-precision GPU-accelerated parallel algorithm for supersonic flow computations on hybrid grids. Compute unified device architecture (CUDA) is used as a general-purpose parallel computing platform and programming model to perform parallel computing codes on GPUs. The cell-centered finite volume method based on unstructured grids is used in the spatial discretization of governing equations, whereas the three-stage explicit Runge-Kutta scheme with second-order accuracy is used for temporal discretization. The turbulence is solved by using the K-ω SST two-equation model. Three test cases are studied to validate the computational accuracy of the proposed algorithm. The numerical results agree well with the experiment data, thereby suggesting that the GPU-accelerated parallel algorithm has good accuracy.","","978-1-6654-2314-4","10.1109/ICMCCE51767.2020.00305","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9421767","graphics processing unit;compute unified device architecture;supersonic flow;hybrid grids;parallel algorithm","Performance evaluation;Computational modeling;Computational fluid dynamics;Graphics processing units;Process control;Life estimation;Programming","computational fluid dynamics;finite volume methods;graphics processing units;grid computing;parallel algorithms;parallel architectures;Runge-Kutta methods;supersonic flow","GPU-accelerated computations;hybrid grids;floating-point operation capability;high memory bandwidth;data parallelism;graphics processing unit;GPU-based computations;computational fluid dynamics;double-precision GPU-accelerated parallel algorithm;supersonic flow computations;compute unified device architecture;programming model;parallel computing codes;cell-centered finite volume method;unstructured grids;three-stage explicit Runge-Kutta scheme;K-ω SST two-equation model;supersonic flow modeling;general-purpose parallel computing platform","","","","30","","13 May 2021","","","IEEE","IEEE Conferences"
"Multimobile Robot Cooperative Localization Using Ultrawideband Sensor and GPU Acceleration","J. Xin; G. Xie; B. Yan; M. Shan; P. Li; K. Gao","Shaanxi Key Laboratory of Complex System Control and Intelligent Information Processing, Xi'an University of Technology, Xi'an 710048, China.; Shaanxi Key Laboratory of Complex System Control and Intelligent Information Processing, Xi'an University of Technology, Xi'an 710048, China (e-mail: guoxie@xaut.edu.cn); Shaanxi Key Laboratory of Complex System Control and Intelligent Information Processing, Xi'an University of Technology, Xi'an 710048, China.; Australian Centre for Field Robotics, The University of Sydney, Sydney, NSW 2006, Australia.; Shaanxi Key Laboratory of Complex System Control and Intelligent Information Processing, Xi'an University of Technology, Xi'an 710048, China.; Shaanxi Key Laboratory of Complex System Control and Intelligent Information Processing, Xi'an University of Technology, Xi'an 710048, China.","IEEE Transactions on Automation Science and Engineering","","2021","PP","99","1","12","To tackle the poor localization accuracy of multimobile robots caused by non-line-of-sight (NLOS) errors in a complex indoor environment and to meet the real-time requirement, this article proposes a multimobile robot cooperative localization system using ultrawideband (UWB) sensor and GPU hardware acceleration. First, a UWB multinode ranging network is established to obtain the relative distance information between robots and anchors. Then, the line-of-sight (LOS) and NLOS errors in distance information are effectively mitigated by using the proposed UWB ranging error mitigation algorithm based on the Bayesian filter. A cooperative particle filter (PF) localization algorithm based on the Gibbs sampling is designed to estimate the position information of each robot at any time. Finally, in order to improve the real-time performance of the collaborative localization system, a parallel Gibbs collaborative localization algorithm that can be accelerated by GPU is proposed considering the characteristics of GPU hardware and CUDA programming model. The experimental results of three TurtleBot2 mobile robots in real scene show that the proposed multimobile robot cooperative localization system using UWB technology can estimate the position information of each robot robustly and accurately, and the localization accuracy is superior to that of the popular extended Kalman filter (EKF) and PF algorithms. It is shown through further evaluations that the proposed parallel algorithm achieves about 3.2 times acceleration effect in the scenarios of three mobile robots. The speed gain is found more significant with more robots, which substantially improves the real-time performance of the cooperative localization system. In the test with seven mobile robots, the speedup is as high as 11.9, that is, the execution time of the algorithm is only 8.39% of that of the original algorithm.","1558-3783","","10.1109/TASE.2021.3117949","National Natural Science Foundation of China(grant numbers:61873200,61873201,U20A20225,61833013); National Key Research and Development Program of China(grant numbers:2018YFB1201500); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9576116","Cooperative localization;GPU acceleration;multimobile robot systems;real scene;real time","Location awareness;Robots;Robot sensing systems;Distance measurement;Real-time systems;Graphics processing units;Wireless sensor networks","","","","","","","IEEE","15 Oct 2021","","","IEEE","IEEE Early Access Articles"
"Vispark: GPU-accelerated distributed visual computing using spark","W. Choi; W. Jeong","School of Electrical and Computer Engineering, Ulsan National Institute of Science and Technology, Ulsan, Republic of Korea; School of Electrical and Computer Engineering, Ulsan National Institute of Science and Technology, Ulsan, Republic of Korea","2015 IEEE 5th Symposium on Large Data Analysis and Visualization (LDAV)","7 Dec 2015","2015","","","125","126","With the growing need of big data processing in diverse application domains, MapReduce (e.g., Hadoop) becomes one of the standard computing paradigms for large-scale computing on a cluster system. Despite of its popularity, the current MapReduce framework suffers from inflexibility and inefficiency inherent from its programming model and system architecture. In order to address these problems, we propose Vispark, a novel extension of Spark for GPU-accelerated MapReduce processing on array-based scientific computing and image processing tasks. Vispark provides an easy-to-use, Python-like high-level language syntax and a novel data abstraction for MapReduce programming on a GPU cluster system. Vispark introduces a programming abstraction for accessing neighbor data in the mapper function, which greatly simplifies many image processing tasks using MapReduce by reducing memory footprints and bypassing the reduce stage. We demonstrate the performance of our prototype system on several visual computing tasks, such as image processing, and K-means clustering.","","978-1-4673-8517-6","10.1109/LDAV.2015.7348080","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7348080","","Graphics processing units;Sparks;Kernel;Programming;Visualization;Arrays;Image processing","Big Data;computer vision;graphics processing units;parallel programming;pattern clustering;software architecture;visual programming","Vispark;GPU-accelerated distributed visual computing;big data processing;Hadoop;large-scale computing;GPU cluster system;system architecture;Spark;GPU-accelerated MapReduce processing;array-based scientific computing;image processing tasks;Python-like high-level language syntax;data abstraction;MapReduce programming;programming abstraction;neighbor data access;memory footprints reduction;K-means clustering","","2","","3","","7 Dec 2015","","","IEEE","IEEE Conferences"
"A Data Communication Scheduler for Stream Programs on CPU-GPU Platform","T. Tang; X. Xu; Y. Lin","Nat. Lab. for Parallel & Distrib. Process., Nat. Univ. of Defense Technol., Changsha, China; Nat. Lab. for Parallel & Distrib. Process., Nat. Univ. of Defense Technol., Changsha, China; Nat. Lab. for Parallel & Distrib. Process., Nat. Univ. of Defense Technol., Changsha, China","2010 10th IEEE International Conference on Computer and Information Technology","16 Sep 2010","2010","","","139","146","In recent years, heterogeneous parallel system have become a focus research area in high performance computing field. Generally, in a heterogeneous parallel system, CPU provides the basic computing environment and special purpose accelerator (GPU in this paper) provides high computing performance. However, the overall performance of the system is prone to be limited by the data communication between the CPU and the GPU. Data communication is typically used to synchronize the array on the CPU and the stream (in AMD's terminology) on the GPU. In many cases, programmers just add data synchronization for each GPU invoking independently. It is easy to program in this manner but much redundant communication may be introduced, which will dramatically degrade the overall performance. To alleviate this problem, based on the stream programming model, we propose a heuristic data communication schedule approach in this paper. By analyzing the state transition of stream/array data pair, relaxing the synchronization strategy conditionally and considering optimization for branch and loop control structure, our approach can significantly reduce the redundant data communication in most cases.","","978-1-4244-7548-3","10.1109/CIT.2010.63","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5578445","GPU;data communication schedule;structural analysis","Graphics processing unit;Data communication;Arrays;Kernel;Streaming media;Schedules","computer graphic equipment;coprocessors;data communication;scheduling","data communication scheduler;stream programs;CPU-GPU platform;heterogeneous parallel system;high performance computing field;stream programming model;synchronization strategy;loop control structure","","","","18","","16 Sep 2010","","","IEEE","IEEE Conferences"
"Performance Analysis of Parallel Programming Paradigms on CPU-GPU Clusters","B. N. Chandrashekhar; H. A. Sanjay; T. Srinivas","Nitte meenakshi Institute of Technology,Department of Information science and Engineering,Benagluru,India,64; Nitte meenakshi Institute of Technology,Department of Information science and Engineering,Benagluru,India,64; Nitte meenakshi Institute of Technology,Department of Information science and Engineering,Benagluru,India,64","2021 International Conference on Artificial Intelligence and Smart Systems (ICAIS)","12 Apr 2021","2021","","","646","651","CPU-GPU based cluster computing in today's modern world encompasses the domain of complex and high-intensity computation. To exploit the efficient resource utilization of a cluster, traditional programming paradigm is not sufficient. Therefore, in this article, the performance parallel programming paradigms like OpenMP on CPU cluster and CUDA on GPU cluster using BFS and DFS graph algorithms is analyzed. This article analyzes the time efficiency to traverse the graphs with the given number of nodes in two different processors. Here, CPU with OpenMP platform and GPU with CUDA platform support multi-thread processing to yield results for various nodes. From the experimental results, it is observed that parallelization with the OpenMP programming model using the graph algorithm does not boost the performance of the CPU processors, instead, it decreases the performance by adding overheads like idling time, inter-thread communication, and excess computation. On the other hand, the CUDA parallel programming paradigm on GPU yields better results. The implementation achieves a speed-up of 187 to 240 times over the CPU implementation. This comparative study assists the programmers provocatively and select the optimum choice among OpenMP and CUDA parallel programming paradigms.","","978-1-7281-9537-7","10.1109/ICAIS50930.2021.9395977","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9395977","Breadth First Search(BFS);Central Processing Unit(CPU);CUDA;Depth First Search(DFS);Graphics Processing Unit(GPU) OpenMP;Performance analysis","Parallel programming;Computational modeling;Graphics processing units;Clustering algorithms;Cluster computing;Performance analysis;Resource management","cluster computing;graph theory;graphics processing units;message passing;multi-threading;parallel architectures;performance evaluation","multithread processing;DFS graph algorithm;BFS graph algorithm;resource utilization;cluster computing;CUDA parallel programming paradigms;CPU processors;OpenMP programming model;parallelization;time efficiency;CPU-GPU clusters;performance analysis","","","","17","","12 Apr 2021","","","IEEE","IEEE Conferences"
"Towards a parallelization and performance optimization of Viola and Jones algorithm in heterogeneous CPU-GPU mobile system","A. Ghorbel; N. Ben Amor; M. Jallouli","Computer and Embedded Systems Laboratory, Ecole Nationale d'Ingénieurs de Sfax (ENIS), Tunisia; Computer and Embedded Systems Laboratory, Ecole Nationale d'Ingénieurs de Sfax (ENIS), Tunisia; Computer and Embedded Systems Laboratory, Ecole Nationale d'Ingénieurs de Sfax (ENIS), Tunisia","2015 15th International Conference on Intelligent Systems Design and Applications (ISDA)","13 Jun 2016","2015","","","528","532","Parallel computing on heterogeneous multiprocessor architecture is a new technique used to tackle the complexity of actual media applications. Such technique is used on an embedded architecture composed of 2ARMs coupled to a GPU. In this paper, an approach for real time Viola and Jones face detection algorithm using CPU-GPU based platform is presented. First, the application is implemented and parallelized on two identical ARM CortexA9 CPUs using tasks and data levels parallelism. This technique does not achieve the timing objectives. To ensure greater performance while reducing energy ratio, we extend our parallelization technique to support a GPU as an accelerator to perform non graphical tasks. OpenCL, the heterogeneous parallel programming model, is used to ensure communication between CPU and GPU.","2164-7151","978-1-4673-8709-5","10.1109/ISDA.2015.7489172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7489172","Parallel computing;GPU;mobile device","Computer architecture;Neon;Graphics processing units;Acceleration;Hardware;Synchronization;Gray-scale","face recognition;graphics processing units;microprocessor chips;mobile computing;parallel programming","Viola algorithm performance optimization;Jones algorithm performance optimization;heterogeneous CPU-GPU mobile system;parallel computing;heterogeneous multiprocessor architecture;media applications;embedded architecture;face detection algorithm;identical ARM CortexA9 CPU;data level parallelism;task level parallelism;energy ratio reduction;parallelization technique;OpenCL;heterogeneous parallel programming model","","1","","14","","13 Jun 2016","","","IEEE","IEEE Conferences"
"A GPU implementation of tiled belief propagation on Markov Random Fields","H. Eslami; T. Kasampalis; M. Kotsifakou","Department of Computer Science University of Illinois at Urbana-Champaign Urbana, Illinois 61801; Department of Computer Science University of Illinois at Urbana-Champaign Urbana, Illinois 61801; Department of Computer Science University of Illinois at Urbana-Champaign Urbana, Illinois 61801","2013 Eleventh ACM/IEEE International Conference on Formal Methods and Models for Codesign (MEMOCODE 2013)","21 Nov 2013","2013","","","143","146","In the MEMOCODE Design Contest 2013, we are participating with a parallelized version of tiled belief propagation method for stereo matching. The proposed algorithm is implemented in CUDA programming model to leverage parallel processing capabilities of GPUs. In our solution, the original tiled belief propagation algorithm is combined with a number of novel optimizations specific to parallel programs in CUDA. For the given test inputs, the proposed solution runs in 7.96 milliseconds on Nvidia Tesla C2050, achieving acceptable accuracy with respect to the reference code. To the best of authors' knowledge, there is no prior work in optimizing a parallelized version of the tiled belief propagation algorithm.","","978-1-4799-0905-6","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6670953","","Message systems;Tiles;Belief propagation;Graphics processing units;Synchronization;Stereo vision;Parallel processing","belief maintenance;graphics processing units;image matching;Markov processes;optimisation;parallel architectures;stereo image processing","GPU implementation;tiled belief propagation;Markov random fields;MEMOCODE design contest 2013;stereo matching;CUDA programming model;parallel processing capabilities;optimizations;parallel programs;Nvidia Tesla C2050","","","","5","","21 Nov 2013","","","IEEE","IEEE Conferences"
"Exploiting GPUDirect RDMA in Designing High Performance OpenSHMEM for NVIDIA GPU Clusters","K. Hamidouche; A. Venkatesh; A. A. Awan; H. Subramoni; C. -H. Chu; D. K. Panda","Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA; Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA; Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA; Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA; Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA; Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA","2015 IEEE International Conference on Cluster Computing","29 Oct 2015","2015","","","78","87","GPUDirect RDMA (GDR) brings the high-performance communication capabilities of RDMA networks like InfiniBand (IB) to GPUs (referred to as ""Device""). It enables IB network adapters to directly write/read data to/from GPU memory. Partitioned Global Address Space (PGAS) programming models, such as OpenSHMEM, provide an attractive approach for developing scientific applications with irregular communication characteristics by providing shared memory address space abstractions, along with one-sided communication semantics. However, current approaches and designs of OpenSHMEM on GPU clusters do not take advantage of the GDR features leading to inefficiencies and sub-optimal performance. In this paper, we analyze the performance of various OpenSHMEM operations with different inter-node and intra-node communication configurations (Host-to-Device, Device-to-Device, and Device-to-Host) on GPU based systems. We propose novel designs that ensure ""truly one-sided"" communication for the different inter-/intra-node configurations identified above while working around the hardware limitations. To the best of our knowledge, this is the first work that investigates GDR-aware designs for OpenSHMEM communication operations. Experimental evaluations indicate 2.5X and 7X improvement in point-point communication for intra-node and inter-node, respectively. The proposed framework achieves 2.2µs for an intra-node 8 byte put operation from Host-to-Device, and 3.13µs for an inter-node 8 byte put operation from GPU to remote GPU. With Stencil2D application kernel from SHOC benchmark suite, we observe a 19% reduction in execution time on 64 GPU nodes. Further, for GPULBM application, we are able to improve the performance of the evolution phase by 53% and 45% on 32 and 64 GPU nodes, respectively.","2168-9253","978-1-4673-6598-7","10.1109/CLUSTER.2015.21","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7307568","PGAS;OpenSHMEM;GPU Direct RDMA;CUDA","Graphics processing units;Performance evaluation;Peer-to-peer computing;Runtime;Electronics packaging;Programming;Pipeline processing","application program interfaces;graphics processing units;parallel architectures;shared memory systems","GPUDirect RDMA;GDR;high performance OpenSHMEM;NVIDIA GPU cluster;InfiniBand;IB network;partitioned global address space;PGAS programming model;shared memory address space abstraction;CUDA API","","8","","32","","29 Oct 2015","","","IEEE","IEEE Conferences"
"Designing a unified programming model for heterogeneous machines","M. Garland; M. Kudlur; Y. Zheng","NA; NA; Lawrence Berkeley Nat. Lab., Berkeley, CA, USA","SC '12: Proceedings of the International Conference on High Performance Computing, Networking, Storage and Analysis","25 Feb 2013","2012","","","1","11","While high-efficiency machines are increasingly embracing heterogeneous architectures and massive multithreading, contemporary mainstream programming languages reflect a mental model in which processing elements are homogeneous, concurrency is limited, and memory is a flat undifferentiated pool of storage. Moreover, the current state of the art in programming heterogeneous machines tends towards using separate programming models, such as OpenMP and CUDA, for different portions of the machine. Both of these factors make programming emerging heterogeneous machines unnecessarily difficult. We describe the design of the Phalanx programming model, which seeks to provide a unified programming model for heterogeneous machines. It provides constructs for bulk parallelism, synchronization, and data placement which operate across the entire machine. Our prototype implementation is able to launch and coordinate work on both CPU and GPU processors within a single node, and by leveraging the GASNet runtime, is able to run across all the nodes of a distributed-memory machine.","2167-4337","978-1-4673-0806-9","10.1109/SC.2012.48","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6468503","","Graphics processing units;Programming;Instruction sets;Runtime;Message systems;Parallel processing","distributed memory systems;multi-threading;programming languages","distributed memory machine;GASNet runtime;GPU processors;CPU processors;data placement;Phalanx programming model;CUDA;OpenMP;undifferentiated pool;mental model;contemporary mainstream programming languages;massive multithreading;heterogeneous architectures;high efficiency machines;heterogeneous machines;unified programming model","","19","","25","","25 Feb 2013","","","IEEE","IEEE Conferences"
"A case study of OpenCL on an Android mobile GPU","J. A. Ross; D. A. Richie; S. J. Park; D. R. Shires; L. L. Pollock","Engility Corporation, Chantilly, VA, USA; Brown Deer Technology, Forest Hill, MD, USA; U.S. Army Research Laboratory, APG, MD, USA; U.S. Army Research Laboratory, APG, MD, USA; University of Delaware, Newark, USA","2014 IEEE High Performance Extreme Computing Conference (HPEC)","12 Feb 2015","2014","","","1","6","An observation in supercomputing in the past decade illustrates the transition of pervasive commodity products being integrated with the world's fastest system. Given today's exploding popularity of mobile devices, we investigate the possibilities for high performance mobile computing. Because parallel processing on mobile devices will be the key element in developing a mobile and computationally powerful system, this study was designed to assess the computational capability of a GPU on a low-power, ARM-based mobile device. The methodology for executing computationally intensive benchmarks on a handheld mobile GPU is presented, including the practical aspects of working with the existing Android-based software stack and leveraging the OpenCL-based parallel programming model. The empirical results provide the performance of an OpenCL N-body benchmark and an auto-tuning kernel parameterization strategy. The achieved computational performance of the low-power mobile Adreno GPU is compared with a quad-core ARM, an ×86 Intel processor, and a discrete AMD GPU.","","978-1-4799-6233-4","10.1109/HPEC.2014.7040987","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7040987","handheld GPU;OpenCL;Android;N-body","Graphics processing units;Mobile communication;Androids;Humanoid robots;Performance evaluation;Benchmark testing;Computer architecture","Android (operating system);graphics processing units;mobile computing;parallel programming","Android mobile GPU;supercomputing;pervasive commodity product;mobile computing;parallel processing;mobile device;ARM;handheld mobile GPU;Android-based software stack;parallel programming;OpenCL N-body benchmark;autotuning kernel parameterization","","7","","25","","12 Feb 2015","","","IEEE","IEEE Conferences"
"Pro++: A Profiling Framework for Primitive-Based GPU Programming","N. Bombieri; F. Busato; F. Fummi","Department of Computer Science, University of Verona, Verona, Italy; Department of Computer Science, University of Verona, Verona, Italy; Department of Computer Science, University of Verona, Verona, Italy","IEEE Transactions on Emerging Topics in Computing","2 Sep 2018","2018","6","3","382","394","Parallelizing software applications through the use of existing optimized primitives is a common trend that mediates the complexity of manual parallelization and the use of less efficient directivebased programming models. Parallel primitive libraries allow software engineers to map any sequential code to a target many-core architecture by identifying the most computational intensive code sections and mapping them into one or more existing primitives. On the other hand, the spreading of such a primitivebased programming model and the different graphic processing unit (GPU) architectures has led to a large and increasing number of third-party libraries, which often provide different implementations of the same primitive, each one optimized for a specific architecture. From the developer point of view, this moves the actual problem of parallelizing the software application to selecting, among the several implementations, the most efficient primitives for the target platform. This paper presents Pro++, a profiling framework for GPU primitives that allows measuring the implementation quality of a given primitive by considering the target architecture characteristics. The framework collects the information provided by a standard GPU profiler and combines them into optimization criteria. The criteria evaluations are weighed to distinguish the impact of each optimization on the overall quality of the primitive implementation. This paper shows how the tuning of the different weights has been conducted through the analysis of five of the most widespread existing primitive libraries and how the framework has been eventually applied to improve the implementation performance of two standard and widespread primitives.","2168-6750","","10.1109/TETC.2016.2546554","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7447754","GPUs;performance model;parallel applications","Graphics processing units;Computational modeling;Instruction sets;Computer architecture;Optimization;Measurement;Libraries","graphics processing units;parallel programming;program diagnostics;software architecture;software libraries","third-party libraries;software application;profiling framework;GPU primitives;optimization criteria;primitive-based GPU programming;parallel primitive libraries;computational intensive code sections;parallelization;directive-based programming models;many-core architecture;Pro++;GPU profiler;primitive-based programming model;graphic processing unit architectures","","","","40","IEEE","5 Apr 2016","","","IEEE","IEEE Journals"
"Atmospheric Model Cluster Performance Evaluation on Hybrid MPI/OpenMP/Cuda Programming Model Platform","C. Osthoff; R. P. Souto; P. L. S. Dias; J. Panetta; P. Lopes","LNCC (Nat. Lab. for Sci. Comput.), Petropolis, Brazil; LNCC (Nat. Lab. for Sci. Comput.), Petropolis, Brazil; LNCC (Nat. Lab. for Sci. Comput.), Petropolis, Brazil; Nat. Lab. for Space Res., INPE, Sao Jose dos Campos, Brazil; Nat. Lab. for Space Res., INPE, Sao Jose dos Campos, Brazil","2012 31st International Conference of the Chilean Computer Science Society","2 Jan 2014","2012","","","216","222","This work discuss the parallel performance of a global numerical simulation model, Ocean-Land-Atmosphere Model (OLAM), on a hybrid multicore/GPU cluster environment, under the following programming models: 1) OLAM MPI implementation, on the multicore system, 2) OLAM hybrid MPI/OpenMP, which starts one MPI process on each node of the platform and one OpenMP thread on each core of the node, 3) OLAM hybrid MPI/OpenMP/Cuda implementation, which starts one MPI process on each node of the platform, one OpenMP threads on each core of the node and Cuda kernels on the GPUs. The results shows that the adopted programming model impacts significantly the performance of the application. We show that as we increase the number of cores, the OLAM MPI parallel implementation running one process on each cluster core executes faster than the other implementations.","1522-4902","978-1-4799-2938-2","10.1109/SCCC.2012.32","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6694092","Cluster;Multicore;GPU;Atmospheric Numerical Simulation Model;High Performance Computing","Atmospheric modeling;Graphics processing units;Computational modeling;Numerical models;Multicore processing;Kernel;Performance evaluation","atmospheric techniques;geophysics computing;graphics processing units;message passing;multiprocessing systems;multi-threading;parallel architectures","atmospheric model cluster performance evaluation;hybrid MPI/OpenMP/Cuda programming model platform;parallel performance;global numerical simulation model;ocean-land-atmosphere model;hybrid multicore/GPU cluster environment;programming models;multicore system;MPI process;OpenMP thread;Cuda kernels;OLAM MPI parallel implementation;cluster core","","1","","14","","2 Jan 2014","","","IEEE","IEEE Conferences"
