"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Performance Models for Hybrid Programs Accelerated by GPUs","A. Sasidharan","Ansys, Inc,Lebanon,NH,USA","2021 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW)","24 Jun 2021","2021","","","641","651","This paper describes the use of statistical tools to model the performance of mixed device (hosts and devices) programs where hosts are CPUs and devices are GPUs. The purpose of GPUs is to accelerate compute-intensive sections of a program, thereby reducing total execution time, with side-effects including reduced machine usage and energy consumption. To model major and minor factors that affect the execution time of offloaded programs, we used a compute-intensive program with several GPU kernels. We have abstracted the hybrid program as a sequence of computations that access various types of memories (device caches, device shared memory, memory of other devices and host memory). In the programming model discussed, the role of a host is reduced to scheduling and coordinating execution of kernels across devices and communicating with other hosts. It can be extended to models where hosts perform computations or are obliterated. Experiments were designed to include a range of memory sizes and types. The performance models were trained, and their predictions were verified using test data.","","978-1-6654-3577-2","10.1109/IPDPSW52791.2021.00098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9460650","Hybrid Programming Models;Multi-GPU architectures;Unified Memory;Performance Models;Statistics","Performance evaluation;Processor scheduling;Multiprocessor interconnection;Computational modeling;Graphics processing units;Programming;Tools","cache storage;graphics processing units;mathematics computing;message passing;multiprocessing systems;scheduling","offloaded programs;compute-intensive program;GPU kernels;hybrid program;device caches;host memory;programming model;scheduling;memory sizes;performance models;hybrid programs;GPU;statistical tools;mixed device;compute-intensive sections;total execution time;reduced machine usage;energy consumption","","","","37","","24 Jun 2021","","","IEEE","IEEE Conferences"
"A GPU-inspired soft processor for high-throughput acceleration","J. Kingyens; J. Gregory Steffan","Department of Electrical and Computer Engineering, University of Toronto, Canada; Department of Electrical and Computer Engineering, University of Toronto, Canada","2010 IEEE International Symposium on Parallel & Distributed Processing, Workshops and Phd Forum (IPDPSW)","24 May 2010","2010","","","1","8","There is building interest in using FPGAs as accelerators for high-performance computing, but existing systems for programming them are so far inadequate. In this paper we propose a soft processor programming model and architecture inspired by graphics processing units (GPUs) that are well-matched to the strengths of FPGAs, namely highly-parallel and pipelinable computation. In particular, our soft processor architecture exploits multithreading and vector operations to supply a floating-point pipeline of 64 stages via hardware support for up to 256 concurrent thread contexts. The key new contributions of our architecture are mechanisms for managing threads and register files that maximize data-level and instruction-level parallelism while overcoming the challenges of port limitations of FPGA block memories, as well as memory and pipeline latency. Through simulation of a system that (i) supports AMD's CTM r5xx GPU ISA [1], and (ii) is realizable on an XtremeData XD1000 FPGA-based accelerator system, we demonstrate that our soft processor can achieve 100% utilization of the deeply-pipelined floating-point datapath.","","978-1-4244-6534-7","10.1109/IPDPSW.2010.5470679","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5470679","","Acceleration;Field programmable gate arrays;Computer architecture;Memory management;Graphics processing unit;Multithreading;Hardware","computer graphic equipment;coprocessors;field programmable gate arrays;multi-threading;parallel processing;pipeline processing","high-throughput acceleration;soft processor programming;graphics processing units;pipelinable computation;highly-parallel computation;floating-point pipeline;multithreading process;instruction-level parallelism;AMD CTM r5xx GPU ISA;XtremeData XD1000 FPGA-based accelerator system;GPU","","7","","15","","24 May 2010","","","IEEE","IEEE Conferences"
"DistributedCL: A Framework for Transparent Distributed GPU Processing Using the OpenCL API","A. Tupinambá; A. Sztajnberg","Programa de Eng. Eletron. - PEL, Univ. do Estado do Rio de Janeiro - UERJ, Rio de Janeiro, Brazil; Dept. de Inf. e Cienc. da Comput., Univ. do Estado do Rio de Janeiro - UERJ, Rio de Janeiro, Brazil","2012 13th Symposium on Computer Systems","24 Dec 2012","2012","","","187","193","This paper presents the DistributedCL, a framework that provides the applications developed using the OpenCL interface location-transparent GPU processing. The application can explore distributed processing with no modification. The architecture of the framework and the programming model are presented, and the possible performance bottlenecks are discussed.","","978-1-4673-4468-5","10.1109/WSCAD-SSC.2012.36","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6391781","OpenCL;GPGPU;framework;distributed systems","Graphics processing units;Kernel;Computational modeling;Electronic mail;Linux;Distributed processing;Computer architecture","application program interfaces;graphics processing units","transparent distributed GPU processing;OpenCL API;DistributedCL;OpenCL interface location-transparent GPU processing;performance bottlenecks","","1","","20","","24 Dec 2012","","","IEEE","IEEE Conferences"
"Performance Analysis of Sequential and Parallel Programming Paradigms on CPU-GPUs Cluster","B. N. Chandrashekhar; H. A. Sanjay","Nitte Meenakshi Institute of Technology,Department of ISE,Bangalore,India,560064; Nitte Meenakshi Institute of Technology,Department of ISE,Bangalore,India,560064","2021 Third International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV)","31 Mar 2021","2021","","","1205","1213","The entire world of parallel computing endured a change when accelerators are gradually embraced in today's high-performance computing cluster. A hybrid CPU-GPU cluster is required to speed up the complex computations by using parallel programming paradigms. This paper deals with performance evaluation of sequential, parallel and hybrid programming paradigms on the hybrid CPU-GPU cluster using the sorting strategies such as quick sort, heap sort and merge sort. In this research work performance comparison of C, MPI, and hybrid [MPI+CUDA] on CPU-GPUs hybrid systems are performed by using the sorting strategies. From the analysis it is observed that, the performance of parallel programming paradigm MPI is better when compared against sequential programming model. Also, research work evaluates the performance of CUDA on GPUs and hybrid programming model [MPI+CUDA] on CPU+GPU cluster using merge sort strategies and noticed that hybrid programming model [MPI+CUDA] has better performance against traditional approach and parallel programming paradigms MPI and CUDA When the overall performance of all three programming paradigms are compared, MPI+CUDA based on CPU+GPU environment gives the best speedup.","","978-1-6654-1960-4","10.1109/ICICV50876.2021.9388469","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9388469","Parallel programming pardigms;Performance model;hybrid parallel computing models;Central Processing Unit;compute unified device architecture;Graphics Processing Unit;message passing interface","Performance evaluation;Parallel programming;Computational modeling;Graphics processing units;Programming;Parallel processing;Sorting","application program interfaces;graphics processing units;merging;message passing;parallel architectures;parallel programming;pattern clustering;software performance evaluation;sorting","sorting strategies;quick sort;heap sort;parallel programming paradigm MPI;sequential programming model;hybrid programming model;performance analysis;parallel computing;high performance computing cluster;hybrid CPU GPU cluster;CUDA performance evaluation;merge sort strategies","","","","21","","31 Mar 2021","","","IEEE","IEEE Conferences"
"An MPI/GPU parallelization of an interior penalty discontinuous Galerkin time domain method for Maxwell's equations","S. Dosopoulos; J. D. Gardiner; J. Lee","Electrical and Computer Engineering Department, Ohio State University, Columbus, Ohio, USA.; Ohio Supercomputer Center, Columbus, Ohio, USA.; Electrical and Computer Engineering Department, Ohio State University, Columbus, Ohio, USA.","Radio Science","9 Dec 2016","2011","46","03","1","10","In this paper we discuss our approach to the MPI/GPU implementation of an Interior Penalty Discontinuous Galerkin Time domain (IPDGTD) method to solve the time dependent Maxwell's equations. In our approach, we exploit the inherent DGTD parallelism and describe a combined MPI/GPU and local time stepping implementation. This combination is aimed at increasing efficiency and reducing computational time, especially for multiscale applications. The CUDA programming model was used, together with non-blocking MPI calls to overlap communications across the network. A 10X speedup compared to CPU clusters is observed for double precision arithmetic. Finally, for p = 1 basis functions, a good scalability with parallelization efficiency of 85% for up to 40 GPUs and 80% for up to 160 CPU cores was achieved on the Ohio Supercomputer Center's Glenn cluster.","1944-799X","","10.1029/2011RS004689","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7776116","","Graphics processing units;Finite element analysis;Time-domain analysis;Scalability;Method of moments;Mathematical model;Hardware","","","","4","","","","9 Dec 2016","","","AGU","AGU Journals"
"Parallel implementation of Multi-dimensional Ensemble Empirical Mode Decomposition","L. Chang; M. Lo; N. Anssari; K. Hsu; N. E. Huang; W. W. Hwu","University of Illinois at Urbana-Champaign, USA 61801; National Central University, Chungli, Taiwan 32001; University of Illinois at Urbana-Champaign, USA 61801; National Central University, Chungli, Taiwan 32001; National Central University, Chungli, Taiwan 32001; University of Illinois at Urbana-Champaign, USA 61801","2011 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","11 Jul 2011","2011","","","1621","1624","In this paper, we propose and evaluate two parallel implementations of Multi-dimensional Ensemble Empirical Mode Decomposition (MEEMD) for multi-core (CPU) and many-core (GPU) architectures. Relative to a sequential C implementation, our double precision GPU implementation, using the CUDA programming model, achieves up to 48.6x speedup on NVIDIA Tesla C2050. Our multi-core CPU implementation, using the OpenMP programming model, achieves up to 11.3x speedup on two octal-core Intel Xeon x7550 CPUs.","2379-190X","978-1-4577-0539-7","10.1109/ICASSP.2011.5946808","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5946808","Multi-dimensional Ensemble Empirical Mode Decomposition;GPGPU;OpenMP;CUDA","Graphics processing unit;Parallel processing;Instruction sets;Spline;Interpolation;Programming","computer graphic equipment;coprocessors;multiprocessing systems;parallel architectures;parallel programming","parallel implementation;multidimensional ensemble empirical mode decomposition;multicore architecture;many-core architecture;sequential C implementation;double precision GPU implementation;CUDA programming model;NVIDIA Tesla C2050;multicore CPU implementation;OpenMP programming model;octal-core Intel Xeon CPU","","15","","17","","11 Jul 2011","","","IEEE","IEEE Conferences"
"OpenCL - An effective programming model for data parallel computations at the Cell Broadband Engine","J. Breitbart; C. Fohry","Research Group Programming Languages / Methodologies, Universität Kassel, Germany; Research Group Programming Languages / Methodologies, Universität Kassel, Germany","2010 IEEE International Symposium on Parallel & Distributed Processing, Workshops and Phd Forum (IPDPSW)","24 May 2010","2010","","","1","8","Current processor architectures are diverse and heterogeneous. Examples include multicore chips, CPUs and the Cell Broadband Engine (CBE). The recent Open Compute Language (OpenCL) standard aims at efficiency and portability. This paper explores its efficiency when implemented on the CBE, without using CBE-specific features such as explicit asynchronous memory transfers. We based our experiments on two applications: matrix multiplication, and the client side of the Einstein@Home distributed computing project. Both were programmed in OpenCL, and then translated to the CBE. For matrix multiplication, we deployed different levels of OpenCL performance optimization, and observed that they pay off on the CBE. For the Einstein@Home application, our translated OpenCL version achieves almost the same speed as a native CBE version. Another main contribution of the paper is a proposal for an additional memory level in OpenCL, called static local memory. With little programming expense, it can lead to significant speedups such as factor seven for reduction. Finally, we studied two versions of the OpenCL to CBE mapping, in which the PPE component of the CBE does or does not take the role of a compute unit.","","978-1-4244-6534-7","10.1109/IPDPSW.2010.5470823","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5470823","","Parallel programming;Concurrent computing;Engines;Computer architecture;Multicore processing;Hardware;Computer languages;Distributed computing;Optimization;Proposals","computer graphics;coprocessors;matrix multiplication;parallel programming","programming model;data parallel computations;cell broadband engine;multicore chips;GPU;open compute language;explicit asynchronous memory transfers;matrix multiplication;Einstein@Home distributed computing project;static local memory","","7","","12","","24 May 2010","","","IEEE","IEEE Conferences"
"GraphReduce: processing large-scale graphs on accelerator-based systems","D. Sengupta; S. L. Song; K. Agarwal; K. Schwan",NA; NA; NA; NA,"SC '15: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis","26 Jan 2017","2015","","","1","12","Recent work on real-world graph analytics has sought to leverage the massive amount of parallelism offered by GPU devices, but challenges remain due to the inherent irregularity of graph algorithms and limitations in GPU-resident memory for storing large graphs. We present GraphReduce, a highly efficient and scalable GPU-based framework that operates on graphs that exceed the device's internal memory capacity. GraphReduce adopts a combination of edge- and vertex-centric implementations of the Gather-Apply-Scatter programming model and operates on multiple asynchronous GPU streams to fully exploit the high degrees of parallelism in GPUs with efficient graph data movement between the host and device. GraphReduce-based programming is performed via device functions that include gatherMap, gatherReduce, apply, and scatter, implemented by programmers for the graph algorithms they wish to realize. Extensive experimental evaluations for a wide variety of graph inputs and algorithms demonstrate that GraphReduce significantly outperforms other competing out-of-memory approaches.","2167-4337","978-1-4503-3723-6","10.1145/2807591.2807655","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7832802","","Graphics processing units;Parallel processing;Programming;Memory management;Computational modeling;Acceleration;Partitioning algorithms","data handling;graph theory;parallel processing","GraphReduce;large-scale graphs processing;accelerator-based systems;graph analytics;parallelism;GPU devices;GPU-based framework;internal memory capacity;edge-centric implementations;vertex-centric implementations;gather-apply-scatter programming model;multiple asynchronous GPU streams;graph data movement;device functions;gatherMap;gatherReduce","","12","1","43","","26 Jan 2017","","","IEEE","IEEE Conferences"
"Student Session: Practical Insights on Acceleration for 3D Lidar Data Processing","I. Baek; K. Fuseini; R. R. Rajkumar",Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University,"2020 IEEE 26th International Conference on Embedded and Real-Time Computing Systems and Applications (RTCSA)","22 Sep 2020","2020","","","1","2","3D Lidar has become a widely used sensor technology in autonomous vehicles by providing accurate distance information. However, lidar pointcloud processing often involves sophisticated algorithms, and takes a lot of computational power. Many prior approaches relied on a GPU-based parallel programming model, such as CUDA, to accelerate these computations. However, little attention has been given to comparing different methods for selecting the most-suited programming and parallelization approaches for a given computing system. We present our findings and insights identified by implementing various parallel approaches considering both CPUs and GPUs. We also demonstrate significant acceleration results using a real-world perception algorithm developed to detect road boundaries. Finally, we compare the pros and cons of each method in terms of system architecture, programming model, and resource utilization to yield a better understanding of choosing the best parallelization approach for a given optimization objective.","2325-1301","978-1-7281-4403-0","10.1109/RTCSA50079.2020.9203651","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9203651","","Graphics processing units;Data structures;Acceleration;Laser radar;Runtime;Sorting;Kernel","data structures;graphics processing units;optical information processing;optical radar;parallel programming","sensor technology;autonomous vehicles;accurate distance information;computational power;GPU-based parallel programming model;system architecture;parallelization approach;optimization objective;lidar point cloud processing;real-world perception algorithm;CUDA;CPUs;road boundaries detection;programming model;resource utilization;3D Lidar data processing acceleration","","","","2","","22 Sep 2020","","","IEEE","IEEE Conferences"
"Connecting the dots: Triangle completion and related problems on large data sets using GPUs","A. Chatterjee; S. Radhakrishnan; C. N. Sekharan","School of Computer Science, University of Oklahoma, Norman, USA; School of Computer Science, University of Oklahoma, Norman, USA; Department of Computer Science, Loyola University Chicago, Chicago, IL, USA","2014 IEEE International Conference on Big Data (Big Data)","8 Jan 2015","2014","","","1","8","Studying the properties of Online Social Networks (OSNs) and other real world graphs have gained importance due to the large amount of information available from them. These large graphs contain data that can be analyzed and effectively used in advertising, security and improving the overall experience of the users of these networks. However, the analysis of these graphs for studying specific properties requires combinatorially explosive number of computations. Compute Unified Device Architecture (CUDA) is a programming model available from Nvidia for solving general-purpose problems using the massively parallel and highly multi-threaded Graphics Processing Units (GPUs). Therefore, using GPUs to solve these types of problems is appropriate. In addition, due to the properties of real-world data, the graphs being considered are sparse and have irregular data dependencies. Hence, using efficient techniques to store the graph data for initial preprocessing and final computation by taking advantage of heterogeneous CPU-GPU systems can address these issues. In this paper, we are interested in studying different properties of these real-world entities that transform into the following graph problems: a) identifying a missing edge, which when added would result in maximum increase in the number of triangles, b) identifying an existing edge whose removal would result in the maximum decrease in the number of triangles, c) identifying an existing edge whose removal would increase the number of connected components in the graph. In this paper, we develop and implement algorithms to solve the above problems using both CPU and GPU. Specifically, given a graph G = (V, E), we provide algorithms for the following: a) find (v<sub>i</sub>, V<sub>j</sub>) ∉ E, such that Δ<sub>f</sub> - Δ<sub>c</sub> is maximized, where Δ<sub>f</sub> and Δ<sub>c</sub> are the number of triangles in G<sub>m</sub> = (V, E ∪(v<sub>i</sub>, V<sub>j</sub>)) and G, respectively, b) find a (v<sub>i</sub>, V<sub>j</sub>) ϵ E, such that Δ<sub>c</sub> - Δ<sub>f</sub> is maximized, where Δ<sub>f</sub> and Δ<sub>c</sub> are the number of triangles in G<sub>m</sub> = (V, E \ (v<sub>i</sub>, V<sub>j</sub>)) and G = (V, E), respectively, c) find a (v<sub>i</sub>, V<sub>j</sub>) ϵ E, such that Φ<sub>c</sub> > Φ<sub>c</sub>, where Φ<sub>c</sub> and Φ<sub>c</sub> are the number of connected components in G<sub>m</sub> = (V, E \ (v<sub>i</sub>, V<sub>j</sub>)) and G = (V, E), respectively. We implement the algorithms using a GPU and achieve a 10 × speedup as compared to a sequential implementation. Thereafter, we design a heuristic for finding an edge whose existence would result in the maximum increase in the number of triangles. The heuristic is implemented and the results are reported and compared to those of the regular algorithm on the GPU.","","978-1-4799-5666-1","10.1109/BigData.2014.7004365","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7004365","Graph problems;Online Social Networks;Triangle completion;CUDA;GPU","Joining processes;Graphics processing units;Algorithm design and analysis;Social network services;Testing;Educational institutions;Advertising","computer graphics;graphics processing units;Internet","triangle completion;large data sets;online social networks;OSN;compute unified device architecture;CUDA;programming model;Nvidia;general-purpose problems;multithreaded graphics processing units;irregular data dependencies;graph data;heterogeneous CPU-GPU systems","","3","","18","","8 Jan 2015","","","IEEE","IEEE Conferences"
"Speculative execution on multi-GPU systems","G. Diamos; S. Yalamanchili","School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332-0250; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332-0250","2010 IEEE International Symposium on Parallel & Distributed Processing (IPDPS)","24 May 2010","2010","","","1","12","The lag of parallel programming models and languages behind the advance of heterogeneous many-core processors has left a gap between the computational capability of modern systems and the ability of applications to exploit them. Emerging programming models, such as CUDA and OpenCL, force developers to explicitly partition applications into components (kernels) and assign them to accelerators in order to utilize them effectively. An accelerator is a processor with a different ISA and micro-architecture than the main CPU. These static partitioning schemes are effective when targeting a system with only a single accelerator. However, they are not robust to changes in the number of accelerators or the performance characteristics of future generations of accelerators. In previous work, we presented the Harmony execution model for computing on heterogeneous systems with several CPUs and accelerators. In this paper, we extend Harmony to target systems with multiple accelerators using control speculation to expose parallelism. We refer to this technique as Kernel Level Speculation (KLS). We argue that dynamic parallelization techniques such as KLS are sufficient to scale applications across several accelerators based on the intuition that there will be fewer distinct accelerators than cores within each accelerator. In this paper, we use a complete prototype of the Harmony runtime that we developed to explore the design decisions and trade-offs in the implementation of KLS. We show that KLS improves parallelism to a sufficient degree while retaining a sequential programming model. We accomplish this by demonstrating good scaling of KLS on a highly heterogeneous system with three distinct accelerator types and ten processors.","1530-2075","978-1-4244-6443-2","10.1109/IPDPS.2010.5470427","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5470427","","Parallel programming;Kernel;Parallel processing;Concurrent computing;Instruction sets;Robustness;Character generation;Control systems;Prototypes;Runtime","coprocessors;multiprocessing systems;parallel programming","speculative execution;multi-GPU systems;parallel programming models;parallel programming languages;heterogeneous many-core processors;computational capability;CUDA;OpenCL;application partitioning;components;accelerator;ISA;micro-architecture;Harmony execution model;kernel level speculation;dynamic parallelization techniques;Harmony runtime;sequential programming model;heterogeneous system","","12","","28","","24 May 2010","","","IEEE","IEEE Conferences"
"A GPU-Accelerated SVD Algorithm, Based on QR Factorization and Givens Rotations, for DWI Denoising","L. Marcellino; G. Navarra","Dept. of Sci. & Technol., Univ. of Naples Parthenope, Naples, Italy; Dept. of Sci. & Technol., Univ. of Naples Parthenope, Naples, Italy","2016 12th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS)","24 Apr 2017","2016","","","699","704","In this work, we present a parallel implementation of the Singular Value Decomposition (SVD) method on Graphics Processing Units (GPUs) using CUDA programming model. Our approach is based on an iterative parallel version of the QR factorization by means Givens plane rotations using the Sameh and Kuck scheme. The parallel algorithm is driven by an outer loop executed on the CPU. Therefore, threads and blocks configuration is organized in order to use the shared memory and avoid multiple accesses to global memory. However, the main kernel provides coalesced accesses to global memory using contiguous indices. As case study, we consider the application of the SVD in the Overcomplete Local Principal Component Analysis (OLPCA) algorithm for the Diffusion Weighted Imaging (DWI) denoising process. Our results show significant improvements in terms of performances with respect to the CPU version that encourage its usability for this expensive application.","","978-1-5090-5698-9","10.1109/SITIS.2016.117","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7907544","SVD;QR factorization;Givens Rotations;GPGPU;PCA;DWI denoising","Matrix decomposition;Graphics processing units;Central Processing Unit;Noise reduction;Principal component analysis;Parallel algorithms;Image processing","biomedical MRI;graphics processing units;image denoising;matrix decomposition;medical image processing;parallel architectures;parallel programming;principal component analysis;singular value decomposition","GPU-accelerated SVD algorithm;DWI denoising;singular value decomposition;SVD method;graphics processing units;CUDA programming model;iterative parallel QR factorization;Givens plane rotations;Sameh-and-Kuck scheme;parallel algorithm;outer loop;thread configuration;block configuration;shared memory;global memory;contiguous indices;SVD;overcomplete local principal component analysis;OLPCA algorithm;diffusion weighted imaging denoising process;DWI denoising process;performance improvement;diffusion tensor imaging","","1","","24","","24 Apr 2017","","","IEEE","IEEE Conferences"
"Game developer's perspective on OpenCL","E. Schenk","EA, USA","2009 IEEE Hot Chips 21 Symposium (HCS)","26 May 2016","2009","","","1","44","Presents a collection of slides covering the following topics: game development; OpenCL; concurrent programming model; Amdahl's law; game experiences; memory objects; data flow; command queue; vectorization; scalar integrator; vector integrator; parallelism; GPU memory; and GPU device performance.","","978-1-4673-8873-3","10.1109/HOTCHIPS.2009.7478347","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7478347","","Art;Open systems;Data models;Games;Computer platforms;Concurrent computing;Standards;Computer graphics;Videos","computer games;concurrency control;graphics processing units;parallel programming;specification languages;storage management","game development;OpenCL;concurrent programming model;Amdahl law;game experience;memory objects;data flow;command queue;vectorization;scalar integrator;vector integrator;parallelism;GPU memory;GPU device performance;graphics processing unit","","","","","","26 May 2016","","","IEEE","IEEE Conferences"
"Efficient Data Communication between CPU and GPU through Transparent Partial-Page Migration","S. Zhang; Y. Yang; L. Shen; Z. Wang","Dept. of Comput. Sci. & Technol., Nat. Univ. of Defense Technol., Changsha, China; Dept. of Comput. Sci. & Technol., Nat. Univ. of Defense Technol., Changsha, China; Dept. of Comput. Sci. & Technol., Nat. Univ. of Defense Technol., Changsha, China; Dept. of Comput. Sci. & Technol., Nat. Univ. of Defense Technol., Changsha, China","2018 IEEE 20th International Conference on High Performance Computing and Communications; IEEE 16th International Conference on Smart City; IEEE 4th International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","24 Jan 2019","2018","","","618","625","Despite the increasing investment in integrated GPUs and next-generation interconnect research, discrete GPUs connected by PCI Express still account for the dominant position of the market, the management of data communication between CPU and GPU continues to evolve. Initially, the programmer controls the data transfer between CPU and GPU explicitly. To simplify programming and enable system-wide atomic memory operations, GPU vendors have developed a programming model that provides a single virtual address space. The page migration engine in this model migrates pages between CPU and GPU on demand automatically. To meet the needs of high-performance workloads, the page size tends to be larger. Limited by low bandwidth and high latency interconnects, larger page migration has longer delay, which may reduce the overlap of computation and transmission and cause serious performance decline. In this paper, we propose partial-page migration that only migrates the requested part of a page to shorten the migration latency and avoid the performance degradation of the whole-page migration when the page becomes larger. Experiments show that partial-page migration is possible to significantly hide the performance overheads of whole-page migration when the page size is 2MB and the PCI Express bandwidth is 16GB/sec, converting an average 72.72× slowdown to a 1.29× speedup when compared with programmers controlled data transmission. Additionally, we examine the impact of page size on TLB miss rate and the performance impact of migration unit size on execution time, enabling designers to make informed decisions.","","978-1-5386-6614-2","10.1109/HPCC/SmartCity/DSS.2018.00112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8622850","Unified Memory, Data Communication, Partial Page Migration","Graphics processing units;Data communication;Memory management;Bandwidth;Programming;Delays;Central Processing Unit","data communication;graphics processing units;paged storage","whole-page migration;PCI Express bandwidth;data transmission;transparent partial-page migration;next-generation interconnect research;system-wide atomic memory operations;GPU vendors;high-performance workloads;data communication","","1","","23","","24 Jan 2019","","","IEEE","IEEE Conferences"
"Acceleration of regular grid traversals using extended chessboard distance transformation on GPU","A. Es; V. Isler","Tubitak-Bilten, METU, Turkey; NA","Ninth International Conference on Computer Aided Design and Computer Graphics (CAD-CG'05)","13 Mar 2006","2005","","","8 pp.","","In the recent years graphics processing units (GPU) have evolved into general purpose programmable streaming parallel processors. This evolution makes it possible to implement high quality photo realistic rendering techniques on graphics processors. There have been a few studies to show how to map ray tracing to the GPU. Since graphics processors are not designed to process complex data structures, it is crucial to explore data structures and algorithms for efficient stream processing. In particular ray traversal is one of the most time consuming parts of ray tracing methods. In this work we focus on the efficient ray traversals on GPU. Several known techniques have been redesigned and adapted to the GPU programming model. Also a new traversal method based on extended anisotropic chessboard distance metric has been introduced.","","0-7695-2473-7","10.1109/CAD-CG.2005.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1604672","","Acceleration;Data structures;Ray tracing;Computer graphics;Anisotropic magnetoresistance;Concurrent computing;Rendering (computer graphics);Process design;Algorithm design and analysis;Parallel processing","coprocessors;parallel processing;rendering (computer graphics);ray tracing","regular grid traversals;chessboard distance transformation;GPU;graphics processing units;general purpose programmable streaming parallel processors;photo realistic rendering;ray tracing;ray traversals;anisotropic chessboard distance metric","","2","","18","","13 Mar 2006","","","IEEE","IEEE Conferences"
"Achieving High Performance on Supercomputers with a Sequential Task-based Programming Model","E. Agullo; O. Aumage; M. Faverge; N. Furmento; F. Pruvost; M. Sergent; S. P. Thibault","HiePACS, Inria Centre de recherche Bordeaux Sud-Ouest, 113923 Talence, Aquitaine France (e-mail: emmanuel.agullo@inria.fr); STORM, Inria Centre de recherche Bordeaux Sud-Ouest, 113923 Talence, Aquitaine France (e-mail: olivier.aumage@inria.fr); HiePACS, Bordeaux INP, Talence, Aquitaine France (e-mail: mathieu.faverge@inria.fr); STORM, LaBRI, TALENCE, Aquitaine France (e-mail: nathalie.furmento@labri.fr); HiePACS, Inria Centre de recherche Bordeaux Sud-Ouest, 113923 Talence, Aquitaine France (e-mail: florent.pruvost@inria.fr); STORM, Inria Centre de recherche Bordeaux Sud-Ouest, 113923 Talence, Aquitaine France (e-mail: marc.sergent@inria.fr); Computer science, LaBRI, TALENCE, - France 33405 (e-mail: samuel.thibault@u-bordeaux.fr)","IEEE Transactions on Parallel and Distributed Systems","","2017","PP","99","1","1","The emergence of accelerators as standard computing resources on supercomputers and the subsequent architectural complexity increase revived the need for high-level parallel programming paradigms. Sequential task-based programming model has been shown to efficiently meet this challenge on a single multicore node possibly enhanced with accelerators, which motivated its support in the OpenMP 4.0 standard. In this paper, we show that this paradigm can also be employed to achieve high performance on modern supercomputers composed of multiple such nodes, with extremely limited changes in the user code. To prove this claim, we have extended the StarPU runtime system with an advanced inter-node data management layer that supports this model by posting communications automatically. We illustrate our discussion with the task-based tile Cholesky algorithm that we implemented on top of this new runtime system layer. We show that it allows for very high productivity while achieving a performance competitive with both the pure Message Passing Interface (MPI)-based ScaLAPACK Cholesky reference implementation and the DPLASMA Cholesky code, which implements another (non sequential) task-based programming paradigm.","1558-2183","","10.1109/TPDS.2017.2766064","ANR SOLHAR(grant numbers:ANR-13-MONU-0007); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8226789","runtime system;sequential task flow;task-based programming;heterogeneous computing;distributed computing;multicore;GPU;Cholesky factorization","Runtime;Programming;Supercomputers;Libraries;Algorithm design and analysis;Productivity","","","","12","","","IEEE","19 Dec 2017","","","IEEE","IEEE Early Access Articles"
